"REF_DATE","GEO","DGUID","Age of mother","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404556","4.3.2","8.2","","","","1"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404557","4.4.1","2464","","","","0"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404558","4.4.2","22.8","","","","1"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404559","4.5.1","3487","","","","0"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404560","4.5.2","32.3","","","","1"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404561","4.6.1","2933","","","","0"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404562","4.6.2","27.1","","","","1"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404563","4.7.1","920","","","","0"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404564","4.7.2","8.5","","","","1"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404565","4.8.1","109","","","","0"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404566","4.8.2","1.0","","","","1"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404567","4.9.1","2","","","","0"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404568","4.9.2","0.0","","","","1"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, not stated","Number of live births","Number","223","units","0","v21404569","4.10.1","0","","","","0"
"1995","Nova Scotia, place of residence of mother","2016A000212","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404570","4.10.2","0.0","","","","1"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, all ages","Number of live births","Number","223","units","0","v21404571","5.1.1","8566","","","","0"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404572","5.1.2","100.0","","","","1"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404573","5.2.1","3","","","","0"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404574","5.2.2","0.0","","","","1"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404575","5.3.1","844","","","","0"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404576","5.3.2","9.9","","","","1"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404577","5.4.1","2195","","","","0"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404578","5.4.2","25.6","","","","1"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404579","5.5.1","2826","","","","0"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404580","5.5.2","33.0","","","","1"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404581","5.6.1","2069","","","","0"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404582","5.6.2","24.2","","","","1"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404583","5.7.1","556","","","","0"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404584","5.7.2","6.5","","","","1"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404585","5.8.1","71","","","","0"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404586","5.8.2","0.8","","","","1"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404587","5.9.1","2","","","","0"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404588","5.9.2","0.0","","","","1"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, not stated","Number of live births","Number","223","units","0","v21404589","5.10.1","0","","","","0"
"1995","New Brunswick, place of residence of mother","2016A000213","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404590","5.10.2","0.0","","","","1"
"1995","Quebec, place of residence of mother","2016A000224","Age of mother, all ages","Number of live births","Number","223","units","0","v21404591","6.1.1","87424","","","","0"
"1995","Quebec, place of residence of mother","2016A000224","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404592","6.1.2","100.0","","","","1"
"1995","Quebec, place of residence of mother","2016A000224","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404593","6.2.1","34","","","","0"
"1995","Quebec, place of residence of mother","2016A000224","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404594","6.2.2","0.0","","","","1"
"1995","Quebec, place of residence of mother","2016A000224","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404595","6.3.1","4107","","","","0"
"1995","Quebec, place of residence of mother","2016A000224","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404596","6.3.2","4.7","","","","1"
"1995","Quebec, place of residence of mother","2016A000224","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404597","6.4.1","16962","","","","0"
"1995","Quebec, place of residence of mother","2016A000224","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404598","6.4.2","19.4","","","","1"
"1995","Quebec, place of residence of mother","2016A000224","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404599","6.5.1","30345","","","","0"
"1995","Quebec, place of residence of mother","2016A000224","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404600","6.5.2","34.7","","","","1"
"1995","Quebec, place of residence of mother","2016A000224","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404601","6.6.1","26277","","","","0"
"1995","Quebec, place of residence of mother","2016A000224","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404602","6.6.2","30.1","","","","1"
"1995","Quebec, place of residence of mother","2016A000224","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404603","6.7.1","8502","","","","0"
"1995","Quebec, place of residence of mother","2016A000224","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404604","6.7.2","9.7","","","","1"
